0.700401969,0.84654195,1
0.849462779,0.765969988,1
0.88316798,0.753843525,1
0.785612619,0.894409064,1
0.836498904,0.97238015,1
0.858921725,0.805609833,1
0.800665696,0.763606673,1
0.839291305,0.702919965,1
0.866655341,0.85809225,1
0.779936129,0.813556775,1
0.893844999,0.870467614,1
0.910515842,0.735671443,1
0.860810953,0.810362922,1
0.841139499,0.75222169,1
0.765324449,0.877587001,1
0.871972348,0.758906259,1
0.762023691,0.789047325,1
0.942410561,0.772123246,1
0.874005534,0.859325397,1
0.857188471,0.822571972,1
0.814871032,0.729466243,1
0.700293384,0.753609771,1
0.763321626,0.726767562,1
0.86364839,0.827593786,1
0.995219595,0.816301601,1
0.887744999,0.688442933,1
0.86007605,0.670802912,1
0.805333825,0.792102503,1
0.848027502,0.840038437,1
0.902015344,0.805698446,1
0.82384482,0.694397048,1
0.961754237,0.693876736,1
0.761740565,0.851079188,1
0.815986834,0.78528025,1
0.843537875,0.769626252,1
0.714585853,0.880267801,1
0.876508622,0.742965985,1
0.845168143,0.80353031,1
0.845354963,0.821881148,1
0.891245265,0.848011791,1
0.907247665,0.739203783,1
0.891725813,0.817950057,1
0.810036111,0.973350199,1
0.83717361,0.696399989,1
0.862885143,0.822932202,1
0.759391671,0.779795456,1
0.773580841,0.740975859,1
0.812726626,0.740657653,1
0.845160059,0.827086378,1
0.955274012,0.94522,1
0.789147776,0.163191878,2
0.874936476,0.071711748,2
0.804236441,0.080557177,2
0.96720511,0.046315067,2
0.875174332,0,2
0.831304771,0.134983011,2
0.880008533,0.220396851,2
0.839809359,0.133006373,2
0.91132957,0.129625784,2
0.828240012,0.076803369,2
0.768092928,0.247729889,2
0.856007862,0.12862105,2
0.940498434,0.228928359,2
0.763259458,0.168355373,2
0.82459227,0.127734649,2
0.904750023,0.215158682,2
0.716758738,0.208678528,2
0.880366535,0.137587652,2
0.888562096,0.229053905,2
0.853889098,0.260596312,2
0.790664046,0.140566074,2
0.839709618,0.12821373,2
0.846157415,0.171127708,2
0.900278205,0.167690958,2
0.88281349,0.197310322,2
